Hotel Name,Location,Price,Rating,Discount Percentage,City
Tranquil Homes Andheri,"Andheri East, Mumbai","₹ 5,821",2.5,21% off,Mumbai
Paris Residency,"Dadar, Mumbai","₹ 3,145",2.5,21% off,Mumbai
New Vasantashram Boarding & Lodging,"Fort, Mumbai","₹ 5,324",2.5,31% off,Mumbai
Krishna Resorts & Waterpark,"Vasai, Mumbai","₹ 2,607",4.1,57% off,Mumbai
KC Residency,"Andheri East, Mumbai","₹ 1,804",2.5,22% off,Mumbai
Hotel Zee Residency,"Ghatkopar West, Mumbai","₹ 1,629",2.5,29% off,Mumbai
Hotel Twinkle Residency,"Andheri West, Mumbai","₹ 2,562",2.5,15% off,Mumbai
Hotel Symphony,"Andheri East, Mumbai","₹ 5,585",2.5,21% off,Mumbai
Hotel Super,"Grant Road, Mumbai","₹ 2,139",2.5,37% off,Mumbai
Hotel Stayvel,"Dadar, Mumbai","₹ 3,303",2.5,21% off,Mumbai
Hotel Solitaire Residency,"Bhiwandi, Mumbai","₹ 2,058",2.5,22% off,Mumbai
Hotel Silver Cloud,"Andheri East, Mumbai","₹ 5,738",2.5,24% off,Mumbai
Hotel Sanjray Palace,"Powai, Mumbai","₹ 1,790",2.5,37% off,Mumbai
Hotel Plaza- Near Byculla Railway Station,"Byculla, Mumbai","₹ 3,538",2.5,21% off,Mumbai
Hotel National Residency,"Andheri East, Mumbai","₹ 1,736",2.5,31% off,Mumbai
Hotel Modern,"Fort, Mumbai","₹ 2,202",2.5,21% off,Mumbai
Hotel Golden Sagar,Mumbai,"₹ 1,381",2.5,37% off,Mumbai
Hotel Ganga,"Andheri West, Mumbai","₹ 2,883",2.5,21% off,Mumbai
Hotel BKC Palace,"Kurla, Mumbai","₹ 2,152",2.5,28% off,Mumbai
Hotel Amardeep,"Khar, Mumbai","₹ 5,533",4.2,21% off,Mumbai
Hotel Al Madina Palace,"Fort, Mumbai","₹ 2,439",2.5,59% off,Mumbai
GOOD LUCK HOTEL,"Andheri East, Mumbai","₹ 5,798",4.0,21% off,Mumbai
Ganesh Palace,"Ghatkopar, Mumbai","₹ 2,285",2.5,33% off,Mumbai
Carlton Hotel,"Colaba, Mumbai","₹ 3,747",4.0,21% off,Mumbai
Tourist Resort,"Malad, Mumbai","₹ 2,053",2.5,29% off,Mumbai
Hotel Oasis,"Fort, Mumbai","₹ 2,752",2.5,21% off,Mumbai
Treebo Lake Bloom Powai,"Powai, Mumbai","₹ 2,806",2.5,67% off,Mumbai
Treebo Seven Olives,"Andheri Kurla Road, Mumbai","₹ 2,688",2.5,67% off,Mumbai
Treebo Olive Nest,"Malad, Mumbai","₹ 5,209",2.5,63% off,Mumbai
The Fountain Inn,"Fort, Mumbai","₹ 3,156",2.5,30% off,Mumbai
Itsy Hotels Elegant,"Zaveri Bazar, Mumbai","₹ 2,384",2.5,65% off,Mumbai
Treebo Express Inn,"Andheri East, Mumbai","₹ 2,937",2.5,64% off,Mumbai
Treebo De Grandeur Anand Nagar,"Thane, Mumbai","₹ 2,728",2.5,68% off,Mumbai
Treebo Zaid International Powai,"Andheri East, Mumbai","₹ 2,953",2.5,67% off,Mumbai
Treebo Anam International,"Grant Road, Mumbai","₹ 5,214",2.5,65% off,Mumbai
Treebo Olive Inn Near BKC,"Kurla, Mumbai","₹ 3,655",2.5,64% off,Mumbai
Treebo Atithi Inn Malad,"Malad, Mumbai","₹ 3,735",2.5,65% off,Mumbai
Treebo The Blue Roof,"Thane, Mumbai","₹ 3,141",2.5,61% off,Mumbai
Treebo Prince Andheri East,"Bandra Kurla Complex, Mumbai","₹ 3,140",2.5,63% off,Mumbai
Treebo Castle Rock Inn,"Marol, Mumbai","₹ 3,029",4.2,68% off,Mumbai
Treebo Amber Imperial,"Byculla, Mumbai","₹ 3,618",2.5,63% off,Mumbai
"Treebo Vro Boutique, Andheri East","Marol, Mumbai","₹ 3,492",2.5,66% off,Mumbai
Treebo Premium Savera Inn,"Kandivali, Mumbai","₹ 4,036",4.3,67% off,Mumbai
Treebo Kings Inn Vashi,"Vashi, Mumbai","₹ 1,978",2.5,67% off,Mumbai
Treebo Blue Moon Powai,"Powai, Mumbai","₹ 2,195",2.5,70% off,Mumbai
Treebo Premium Widlor Boutique,"Chakala, Mumbai","₹ 5,244",4.3,71% off,Mumbai
Treebo Hiramani Parel Lalbaug,"Lal Baug, Mumbai","₹ 4,398",2.5,65% off,Mumbai
"Treebo Kaizen, 3 Kms From Paragliding",Mumbai,"₹ 1,239",2.5,68% off,Mumbai
RK Hotel,"Grant Road, Mumbai","₹ 2,650",2.5,34% off,Mumbai
Relax Guest House,"Masjid Bunder, Mumbai","₹ 1,513",2.5,24% off,Mumbai
Prime Grand Hotel,"Sakinaka, Mumbai","₹ 2,364",2.5,47% off,Mumbai
K Bhagat Tarachand Banquet,"Chembur, Mumbai","₹ 6,522",2.5,12% off,Mumbai
Hotel VRK Residency,"Ville Parle, Mumbai","₹ 6,269",2.5,12% off,Mumbai
Hotel Sunshine Airport.,"Chimatpada, Marol Naka ,andheri East, Mumbai","₹ 2,309",2.5,54% off,Mumbai
Hotel Star Palace,"Andheri East, Mumbai","₹ 3,974",2.5,21% off,Mumbai
Hotel Sanjary Palace,"Kurla, Mumbai","₹ 2,021",2.5,33% off,Mumbai
Hotel Royal Grand,Mumbai,"₹ 1,289",2.5,49% off,Mumbai
Hotel Relax Inn Guest House,"Mira Road, Mumbai","₹ 6,355",2.5,12% off,Mumbai
Hotel Maxwell,"Malad, Mumbai","₹ 6,486",2.5,13% off,Mumbai
Hotel Khandesh Residency,"New Panvel, Mumbai","₹ 1,962",2.5,22% off,Mumbai
Hotel Hometown Near US Embassy BKC,"Sion, Mumbai","₹ 2,540",4.0,10% off,Mumbai
Hotel Hira Palace,"Grant Road, Mumbai","₹ 1,879",2.5,33% off,Mumbai
Hotel Hill View,"Powai, Mumbai","₹ 6,851",2.5,14% off,Mumbai
Hotel Bandra Residency,"Bandra, Mumbai","₹ 3,106",2.5,18% off,Mumbai
Ellora Guest House,"Borivali, Mumbai","₹ 1,684",4.2,33% off,Mumbai
Comfort Stay - Goregaon East,"Goregaon, Mumbai","₹ 6,334",2.5,13% off,Mumbai
Comfort Stay - Andheri West 2,"Andheri West, Mumbai","₹ 6,308",2.5,13% off,Mumbai
Stay In Service Apartment - Eternia,"Powai, Mumbai","₹ 6,276",4.1,13% off,Mumbai
Shahana Hotel,"Andheri East, Mumbai","₹ 1,336",2.5,26% off,Mumbai
Saigal Guest House,"Goregaon, Mumbai","₹ 2,597",2.5,48% off,Mumbai
Sahara Executive Budget Hotel,"Andheri East, Mumbai","₹ 2,530",2.5,16% off,Mumbai
Sagar Vihar Hotel,"Masjid Bunder East, Mumbai","₹ 1,311",2.5,18% off,Mumbai
"Malad East, Moksh","Malad, Mumbai","₹ 6,532",4.3,13% off,Mumbai
Madam Re Pluto Tower - 2 BHK,"Powai, Mumbai","₹ 4,370",2.5,13% off,Mumbai
Madam Re Neptune Tower 2 BHK (Apartment 4),"Powai, Mumbai","₹ 4,370",4.0,13% off,Mumbai
Madam Re Neptune Tower - 3 BHK,"Powai, Mumbai","₹ 4,370",4.0,13% off,Mumbai
Madam Re Neptune Tower - 2 BHK (Apartment 2),"Powai, Mumbai","₹ 4,370",2.5,13% off,Mumbai
Madam Re Neptune - 2 BHK (Apartment 3),"Powai, Mumbai","₹ 4,370",4.0,13% off,Mumbai
Madam Re Jupiter Tower - 1 BHK,"Powai, Mumbai","₹ 4,370",2.5,13% off,Mumbai
Hotel Woodland,"Goregaon, Mumbai","₹ 2,933",2.5,27% off,Mumbai
Hotel Karan Palace,"Goregaon, Mumbai","₹ 4,249",4.0,18% off,Mumbai
Golden Toff,"Mira Road, Mumbai","₹ 3,438",4.4,18% off,Mumbai
GBS Exotica 3 near BKC Kurla,"Powai, Mumbai","₹ 3,059",2.5,13% off,Mumbai
GBS Exotica 2 near BKC Kurla,"Powai, Mumbai","₹ 3,059",2.5,13% off,Mumbai
Executive Solutions,"Andheri East, Mumbai","₹ 6,433",4.5,13% off,Mumbai
Castle Service Apartment,"Vasai, Mumbai","₹ 3,933",2.5,13% off,Mumbai
Castle Service Apartment,"Andheri East, Mumbai","₹ 3,496",2.5,13% off,Mumbai
BSS Pluto 3 Powai,"Powai, Mumbai","₹ 2,622",2.5,13% off,Mumbai
BSS Pluto 2 Powai,"Powai, Mumbai","₹ 2,622",2.5,13% off,Mumbai
BSS Gundecha 1 Kanjurmarg,"Powai, Mumbai","₹ 2,622",2.5,13% off,Mumbai
Badariya Guest House,"Dadar, Mumbai","₹ 6,352",2.5,13% off,Mumbai
Andheri East Service Apartment,"Andheri East, Mumbai","₹ 4,370",2.5,13% off,Mumbai
"Alcove - Goregaon E, The Park","Goregaon, Mumbai","₹ 6,280",2.5,13% off,Mumbai
"STAYMATRIX Service Apartment @ Thakur Complex,Kandivali(608)","Malad, Mumbai","₹ 6,135",2.5,13% off,Mumbai
STAYMATRIX Service Apartment @ Powai(894),"Powai, Mumbai","₹ 6,180",2.5,13% off,Mumbai
STAYMATRIX Service Apartment @ Malad West(921),"Malad, Mumbai","₹ 6,393",5.0,13% off,Mumbai
STAYMATRIX Service Apartment @ Kandivali West(927),"Malad, Mumbai","₹ 6,184",2.5,13% off,Mumbai
"STAYMATRIX Service Apartment @ Kalanagar, Bandra East.(877)","Bandra, Mumbai","₹ 6,526",2.5,13% off,Mumbai
"STAYMATRIX Service Apartment @ Kalanagar, Bandra East(924)","Bandra, Mumbai","₹ 6,426",2.5,13% off,Mumbai
"STAYMATRIX Service Apartment @ Juhu,Andheri(737)","Juhu, Mumbai","₹ 6,553",2.5,13% off,Mumbai
STAYMATRIX Service Apartment @ Bandra West(938),"Bandra, Mumbai","₹ 6,352",4.6,13% off,Mumbai
STAYMATRIX Service Apartment @ Andheri East(738),"Andheri East, Mumbai","₹ 6,391",4.9,13% off,Mumbai
Stay Insta -  Serviced Apartment in Goregaon West,"Goregaon, Mumbai","₹ 6,148",4.1,13% off,Mumbai
Serviced Apartment in Goregaon West,"Goregaon, Mumbai","₹ 6,475",2.5,13% off,Mumbai
Sayeban Hotel,"Mumbai Central, Mumbai","₹ 6,485",4.0,13% off,Mumbai
Rajkamal Apartment,"Sion, Mumbai","₹ 6,158",5.0,13% off,Mumbai
One of the best building in high class locality,"Andheri West, Mumbai","₹ 6,425",2.5,13% off,Mumbai
"Nest Inn, Residential Hotel, Malad West","Malad West, Mumbai","₹ 1,997",2.5,13% off,Mumbai
Just Inn Holiday,"Malad, Mumbai","₹ 6,123",2.5,13% off,Mumbai
Janata Residency,"Kurla, Mumbai","₹ 1,196",2.5,16% off,Mumbai
Hotel Firdous,"Grant Road, Mumbai","₹ 2,446",4.1,13% off,Mumbai
Hotel Ajwa,"Andheri East, Mumbai","₹ 1,505",2.5,35% off,Mumbai
Bunglow for a peaceful stay,"Andheri East, Mumbai","₹ 6,198",5.0,13% off,Mumbai
Ashtavinayak Snacks,"Goregaon, Mumbai","₹ 6,427",2.5,13% off,Mumbai
Agrawal bhavan,Mumbai,"₹ 1,572",2.5,21% off,Mumbai
Trombay Guest House,"Chembur, Mumbai","₹ 6,147",2.5,13% off,Mumbai
Sapphire Asta Mumbai (Adhoc),Mumbai,"₹ 2,622",4.0,13% off,Mumbai
Laurent & Benon Service Apartment,Mumbai,"₹ 6,247",2.5,13% off,Mumbai
DREAMZ TOUCH - Vashi,Mumbai,"₹ 6,436",2.5,13% off,Mumbai
Hotel KGN,Mumbai,"₹ 1,606",2.5,33% off,Mumbai
Gateway Star Hotel,"Andheri East, Mumbai","₹ 2,738",2.5,45% off,Mumbai
J Hotel and Banquets,Mumbai,"₹ 7,726",2.5,14% off,Mumbai
Asar Elite by Orion Hotels,Mumbai,"₹ 4,697",2.5,44% off,Mumbai
Hotel Delmond Prime,Mumbai,"₹ 2,296",2.5,22% off,Mumbai
Hotel Powai Palace,Mumbai,"₹ 1,818",2.5,43% off,Mumbai
Hotel Amber Paramount,Mumbai,"₹ 4,651",2.5,22% off,Mumbai
Hotel Emirates Suites,Mumbai,"₹ 2,142",2.5,13% off,Mumbai
Hotel Signature Inn,Mumbai,"₹ 1,696",2.5,13% off,Mumbai
Hotel Garden Palace,Mumbai,"₹ 2,075",2.5,42% off,Mumbai
Hotel New York,Mumbai,"₹ 1,439",2.5,39% off,Mumbai
Hotel Amar Residency,Mumbai,"₹ 2,280",2.5,21% off,Mumbai
Super Townhouse Vasai Express Highway Formerly Majestic Inn,Mumbai,"₹ 1,848",2.5,13% off,Mumbai
SHEETAL RESIDENCY,"Malad, Mumbai","₹ 4,812",2.5,20% off,Mumbai
Hotel Magnet,"Andheri East, Mumbai","₹ 2,753",2.5,24% off,Mumbai
Pinaki Comfort Stay Malad - Near Nesco & Oberoi Mall,"Malad, Mumbai","₹ 2,622",2.5,48% off,Mumbai
HOTEL METROMAX,Mumbai,"₹ 3,059",2.5,13% off,Mumbai
Bandra Stays,Mumbai,"₹ 5,411",2.5,22% off,Mumbai
MyOtel - Santacruz,Mumbai,"₹ 5,310",2.5,24% off,Mumbai
Windsor Castle,Mumbai,"₹ 6,867",2.5,14% off,Mumbai
Hotel Riva International-Near Nesco Center,Mumbai,"₹ 5,244",2.5,13% off,Mumbai
"Hotel Zillion Executive - Near US Consulate, Bandra Kurla Complex (BKC), Mumbai",Mumbai,"₹ 3,802",2.5,21% off,Mumbai
Fairmont Mumbai,"Ville Parle, Mumbai","₹ 23,000",2.5,21% off,Mumbai
Hotel Lords,Mumbai,"₹ 6,652",2.5,23% off,Mumbai
Hotel Olten,Mumbai,"₹ 8,053",2.5,19% off,Mumbai
Hotel Zara International,Mumbai,"₹ 6,867",2.5,14% off,Mumbai
Nm Hotel,Mumbai,"₹ 2,622",2.5,13% off,Mumbai
Hotel Moon Lite Marve,Mumbai,"₹ 2,171",2.5,53% off,Mumbai
Indie Stays Studios,Mumbai,"₹ 5,478",2.5,30% off,Mumbai
The Majlis Hotel Colaba Mumbai,Mumbai,"₹ 4,261",2.5,34% off,Mumbai
Bindra Elite,Mumbai,"₹ 3,006",2.5,22% off,Mumbai
"Hotel Mumbai International, Airport",Mumbai,"₹ 8,237",2.5,14% off,Mumbai
Itsy Hotels Rexton Inn,"Saki Vihar Road, Mumbai","₹ 2,098",2.5,65% off,Mumbai
Hotel Esquire,"Kurla West, Mumbai","₹ 3,298",2.5,34% off,Mumbai
The Farm Retreat,"Karjat, Mumbai","₹ 22,000",2.5,21% off,Mumbai
Hotel Malad Inn,"Malad West, Mumbai","₹ 3,674",2.5,54% off,Mumbai
Aboo's Concord Galaxy,Mumbai,"₹ 6,947",2.5,23% off,Mumbai
The Food Villa,Mumbai,"₹ 4,065",2.5,13% off,Mumbai
Itsy Hotels Bindra Elite,"Sher E Punjab, Mumbai","₹ 3,167",2.5,65% off,Mumbai
Hotel Juhu Plaza,Mumbai,"₹ 6,000",2.5,65% off,Mumbai
Pinaki Comfort Stay Vile Parle - Near Airport,"Ville Parle (east), Mumbai","₹ 2,865",2.5,59% off,Mumbai
Gopalas Residency,Mumbai,"₹ 4,838",2.5,59% off,Mumbai
Hotel Grandeur,"Andheri, Mumbai","₹ 3,257",2.5,29% off,Mumbai
Hotel Shalimar,"Malad (east), Mumbai","₹ 3,754",2.5,27% off,Mumbai
Hotel O Santacruz Khar Subway,Mumbai,"₹ 2,681",2.5,16% off,Mumbai
Hotel Briteway,Mumbai,"₹ 2,048",2.5,47% off,Mumbai
Hotel Ashyana,"Grant Road, Mumbai","₹ 5,122",2.5,15% off,Mumbai
Hotel O Kharbao Bhiwandi Thane,Mumbai,₹ 990,2.5,13% off,Mumbai
Super Collection O Ulhasnagar Railway Station Formerly Hotel Derby,Mumbai,"₹ 1,872",2.5,13% off,Mumbai
The Regenza by Tunga,"Vashi, Navi Mumbai","₹ 8,640",4.2,20% off,Mumbai
Hotel Abbott,"Vashi, Navi Mumbai","₹ 4,965",4.1,32% off,Mumbai
Hotel Sri Krishna Paradise,"Airoli, Navi Mumbai","₹ 2,017",4.0,50% off,Mumbai
Hotel Grande 51,"Cbd Belapur, Navi Mumbai","₹ 4,105",2.5,20% off,Mumbai
The Altruist Business Stays Navi Mumbai 2,"Kopar Khairane, Navi Mumbai","₹ 1,995",4.2,63% off,Mumbai
Hotel Highway View,"Sanpada, Navi Mumbai","₹ 4,153",4.0,36% off,Mumbai
"Monarch Guestline in MIDC Rabale, Navi Mumbai","Rabale, Navi Mumbai","₹ 2,404",2.5,29% off,Mumbai
"Hotel Mumbai House, Ghansoli","Ghansoli, Navi Mumbai","₹ 3,671",4.7,27% off,Mumbai
Yogi Metropolitan,"Sanpada, Navi Mumbai","₹ 3,492",2.5,37% off,Mumbai
Megh Residency,"Sector 19a, Navi Mumbai","₹ 1,614",4.1,48% off,Mumbai
Hotel Apex,"Sanpada, Navi Mumbai","₹ 1,338",2.5,44% off,Mumbai
Hotel City View,"Sanpada, Navi Mumbai","₹ 1,135",2.5,43% off,Mumbai
Hotel Prince International,"Vashi, Navi Mumbai","₹ 1,053",2.5,18% off,Mumbai
Pallavi Avida,"Kalamboli, Navi Mumbai","₹ 2,746",4.1,22% off,Mumbai
The Shelter Hotel And Resort,"Mira Road, Thane","₹ 2,736",4.3,20% off,Mumbai
Rudra Shelter Business Hotel,"Vasai (east), Thane","₹ 1,871",4.1,39% off,Mumbai
Karjat Villa - SKS Farm,Thane,"₹ 6,527",2.5,13% off,Mumbai
SAI SHRADHA LODGE,Navi Mumbai,"₹ 1,655",4.0,21% off,Mumbai
GOOD HOMES - Thane,Thane,"₹ 6,303",4.2,13% off,Mumbai
Golden Chariot Vasai Hotel and Spa,"Vasai, Thane","₹ 3,456",4.0,23% off,Mumbai
B.K Resort,Thane,"₹ 6,540",4.0,12% off,Mumbai
"Hotel Mumbai House, Airoli","Airoli, Navi Mumbai","₹ 4,520",4.2,19% off,Mumbai
South Coast Hotel,"Rabale, Navi Mumbai","₹ 2,835",4.1,33% off,Mumbai
Hotel Shelter & Resort,Thane,"₹ 2,743",2.5,19% off,Mumbai
37th Crescent Navi Mumbai,"Vashi, Navi Mumbai","₹ 6,538",2.5,41% off,Mumbai
Shyanu Lords Eco Inn Airoli - Near Mindspace,"Navi Mumbai, Navi Mumbai","₹ 1,696",2.5,33% off,Mumbai
"DREAMZ TOUCH - Haveli, Manpada",Thane,"₹ 6,451",4.2,13% off,Mumbai
Hotel Royal Classic,Thane,"₹ 2,551",2.5,20% off,Mumbai
Priya lodging,"Vashi, Navi Mumbai","₹ 1,748",2.5,13% off,Mumbai
Neeta Pushkar Mela Resort,Thane,"₹ 6,210",2.5,13% off,Mumbai
Royal Hills,"Valiv Vasai Road, Thane","₹ 2,321",2.5,21% off,Mumbai
"Fortune Select Exotica, Navi Mumbai - Member ITC Hotels' Group","Vashi, Navi Mumbai","₹ 12,950",2.5,21% off,Mumbai
Hotel Singhs Vashi,"Sector 19c, Navi Mumbai","₹ 2,180",4.3,21% off,Mumbai
Hotel Swagat Residency,Navi Mumbai,"₹ 2,119",2.5,29% off,Mumbai
Vivanta Navi Mumbai Turbhe,"Turbhe, Navi Mumbai","₹ 17,000",2.5,29% off,Mumbai
Hindustan Residency,Thane,"₹ 1,706",4.0,39% off,Mumbai
Alok Lodge,"Thane (west), Thane","₹ 6,256",2.5,13% off,Mumbai
Hotel Venkeys,"Ambernath, Thane","₹ 1,081",2.5,25% off,Mumbai
Hotel Subodaya,"Nerul, Navi Mumbai","₹ 4,575",2.5,13% off,Mumbai
Hotel Mourya Residency,Navi Mumbai,"₹ 3,003",2.5,45% off,Mumbai
Time Square Thane West,"Jambli Naka, Thane","₹ 3,261",2.5,35% off,Mumbai
Hotel Heritage Dakshin,"Belapur, Navi Mumbai","₹ 2,908",2.5,64% off,Mumbai
Luxury Service Apartment,Thane,"₹ 6,413",2.5,13% off,Mumbai
3Bhk Room-Luxury service Apartment in Thane,Thane,"₹ 6,761",4.4,14% off,Mumbai
Hotel Sai Nidhi Supreme - Prajapati Hall,"Airoli, Navi Mumbai","₹ 2,208",4.0,39% off,Mumbai
Hotel Vaibhav,"Karnala, Panvel","₹ 1,020",2.5,22% off,Mumbai
Navi Mumbai Marriott Hotel,Navi Mumbai,"₹ 27,675",2.5,22% off,Mumbai
"VITS Sharanam,Thane","Thane (west), Thane","₹ 5,949",2.5,22% off,Mumbai
SLK Foundation Guest House,"Kharghar, Navi Mumbai","₹ 6,437",2.5,13% off,Mumbai
BASECAMP,Navi Mumbai,"₹ 3,496",2.5,13% off,Mumbai
Sapphire Boutique Hotel,"Belapur, Navi Mumbai","₹ 5,717",4.3,58% off,Mumbai
Hotel Aqua Jalaja,Thane,"₹ 2,242",2.5,48% off,Mumbai
"The Byke Suraj Plaza Pure Veg Hotel, Thane","Thane (west), Thane","₹ 3,353",4.2,33% off,Mumbai
Hotel Indiana Inn,"Sanpada, Navi Mumbai","₹ 1,924",4.0,21% off,Mumbai
Hotel Geetanjali St Bus Stand Panvel,Panvel,"₹ 1,446",2.5,37% off,Mumbai
"The Byke Studio Pure Veg Apartment, Thane","Thane (west), Thane","₹ 2,216",4.0,37% off,Mumbai
Hotel Natwar,"Thane (west), Thane","₹ 1,855",2.5,16% off,Mumbai
Hotel Highland Residency,"Thane (west), Thane","₹ 1,629",2.5,31% off,Mumbai
Marriott Executive Apartments Navi Mumbai,Navi Mumbai,"₹ 20,000",2.5,31% off,Mumbai
Hotel Dwaraka,Thane,"₹ 1,890",2.5,30% off,Mumbai
Hotel Voxton Inn,Thane,"₹ 2,650",2.5,41% off,Mumbai
Hotel Venkat Presidency,"Kamothe, Navi Mumbai","₹ 1,890",2.5,33% off,Mumbai
Hotel Supreme Inn,Thane,"₹ 2,401",2.5,49% off,Mumbai
Instafeel Hotel,"Rabale, Navi Mumbai","₹ 3,990",2.5,33% off,Mumbai
Raaj Resort,Navi Mumbai,"₹ 2,700",2.5,10% off,Mumbai
Casa Exotica Homestays,"Kopar Khairane, Navi Mumbai","₹ 2,185",2.5,13% off,Mumbai
Hotel Marquis Manthan,"Mumbai Goa Road, Panvel","₹ 2,071",2.5,17% off,Mumbai
Dp hospitality,"Kopar Khairane, Navi Mumbai","₹ 6,378",4.6,13% off,Mumbai
Hotel Diamond Inn,Thane,"₹ 3,294",2.5,12% off,Mumbai
Hotel Jawahar,Thane,"₹ 3,796",4.1,21% off,Mumbai
Hotel Alka Residency,"Thane (west), Thane","₹ 2,980",2.5,21% off,Mumbai
Green Dream,Thane,"₹ 6,266",5.0,13% off,Mumbai
14 Square Arista Airoli,"A B Nair Road, Navi Mumbai","₹ 6,445",2.5,13% off,Mumbai
Hotel Dakshin Grandeur,Navi Mumbai,"₹ 3,792",2.5,49% off,Mumbai
Risshi Residency,"Kopar Khairane, Navi Mumbai","₹ 2,547",2.5,37% off,Mumbai
Hotel Shelter Palace,"Vashi, Navi Mumbai","₹ 1,825",2.5,48% off,Mumbai
Hotel Spencer,Navi Mumbai,"₹ 3,426",2.5,49% off,Mumbai
Vinamra Residency Panvel,"Mumbai Goa Road, Panvel","₹ 2,319",4.0,30% off,Mumbai
Hotel Peace Park,"Mumbai Goa Road, Panvel","₹ 2,438",4.0,21% off,Mumbai
Monarch Montvert Rabale,"Rabale, Navi Mumbai","₹ 2,951",2.5,23% off,Mumbai
Wild Camp Resort Thane,Thane,"₹ 2,755",2.5,31% off,Mumbai
Hotel Fantacee,"Vashi, Navi Mumbai","₹ 1,131",2.5,51% off,Mumbai
Hotel Pearl,"Vashi, Navi Mumbai","₹ 1,407",2.5,46% off,Mumbai
Hotel Veerpark,"Off. Panvel-matheran Road, Panvel","₹ 1,520",2.5,16% off,Mumbai
Hotel Vista INN,Navi Mumbai,"₹ 3,600",2.5,18% off,Mumbai
Hotel Spices,"Kopar Khairane, Navi Mumbai","₹ 3,696",4.0,21% off,Mumbai
Pub Street Inn,"Belapur, Navi Mumbai","₹ 1,921",2.5,44% off,Mumbai
Swapnabhumi Farm House,Thane,"₹ 3,492",4.0,13% off,Mumbai
Hotel Navi Mumbai,"Vashi, Navi Mumbai","₹ 1,005",2.5,44% off,Mumbai
ibis Thane,"Thane (west), Thane","₹ 9,999",2.5,44% off,Mumbai
Apollo Guest House,"Sanpada, Navi Mumbai",₹ 900,2.5,31% off,Mumbai
Hotel Shambuji,"Thane (west), Thane","₹ 2,123",2.5,21% off,Mumbai
Hotel Star Inn,"Taloja, Navi Mumbai",₹ 919,2.5,29% off,Mumbai
Hotel Satyam Residency,Navi Mumbai,"₹ 1,874",2.5,28% off,Mumbai
Hotel Sai Parikrama,"Vashi, Navi Mumbai","₹ 4,370",2.5,13% off,Mumbai
Hotel Palms,"Sector 19c, Navi Mumbai","₹ 1,408",2.5,28% off,Mumbai
South Coast Hotel,Thane,"₹ 3,671",2.5,18% off,Mumbai
Hotel Raj inn Guest House,"Nerul, Navi Mumbai","₹ 1,168",2.5,27% off,Mumbai
Hotel Soni Punjab Gest House navi mubai,Navi Mumbai,"₹ 1,048",2.5,13% off,Mumbai
Hotel Merakee & Banquet,Thane,"₹ 4,177",4.1,16% off,Mumbai
Hotel Vrushali Inn,"Rabale, Navi Mumbai","₹ 2,759",4.3,21% off,Mumbai
Treebo Premium Heritage Grand - Majiwada Thane,"Thane (west), Thane","₹ 5,744",2.5,66% off,Mumbai
Hotel Shiva,"Off. Panvel-matheran Road, Panvel",₹ 862,2.5,22% off,Mumbai
Hotel Kolkars,"Off. Panvel-matheran Road, Panvel",₹ 875,2.5,20% off,Mumbai
Sai Sharan Stay Inn - Near MIDC Turbhe,"Turbhe, Navi Mumbai",₹ 909,2.5,30% off,Mumbai
Hotel Satkar Residency,"Thane (west), Thane","₹ 8,942",4.1,22% off,Mumbai
Treebo Arvind Residency,"Thane (west), Thane","₹ 2,486",2.5,67% off,Mumbai
Oxford Golf Resort,"Bavdhan, Pune","₹ 40,000",4.5,20% off,Pune
AR Suites Fontana Bay,"Kalyani Nagar, Pune","₹ 4,433",4.4,44% off,Pune
Magnus Square - Business Hotel,"Viman Nagar, Pune","₹ 2,767",4.0,33% off,Pune
Hotel Smart Inn,"Apte Road, Pune","₹ 1,039",2.5,57% off,Pune
Serenity By Monarch,"Baner, Pune","₹ 2,757",4.3,28% off,Pune
Magnus Star Residency,"Magarpatta, Pune","₹ 2,887",2.5,28% off,Pune
Sunnys World,"Pune Mumbai Highway, Pune","₹ 3,899",4.2,18% off,Pune
7 Apple Hotel - Viman Nagar Pune,"Viman Nagar, Pune","₹ 6,555",4.5,12% off,Pune
The Deccan Royaale,"Jm Road, Pune","₹ 3,648",2.5,36% off,Pune
Palette by CheckIn Magarpatta City Formerly Emerald Guestimony,Pune,"₹ 3,797",4.4,18% off,Pune
Collection O Hinjewadi Phase 1 Formerly Mars Venture,Pune,"₹ 1,269",2.5,18% off,Pune
Samrat hotel,"Bund Garden Road, Pune","₹ 1,883",2.5,22% off,Pune
HMR Royal Inn,"Katraj, Pune","₹ 1,353",2.5,41% off,Pune
Hotel Aurora Towers,"Camp, Pune","₹ 3,909",4.1,20% off,Pune
O Hotel Pune,"Koregaon Park, Pune","₹ 11,550",4.1,20% off,Pune
Hotel Parc Estique,"Viman Nagar, Pune","₹ 6,912",4.0,47% off,Pune
Deccan Pavilion PUNE,"Katraj, Pune","₹ 2,779",2.5,23% off,Pune
Zip by Spree Hotels Chakan,Pune,"₹ 5,166",4.7,30% off,Pune
Super Townhouse Oak Viman Nagar formerly Kuber Inn,"Viman Nagar, Pune","₹ 2,085",4.1,18% off,Pune
Super Townhouse Hadapsar formerly Savali Inn,Pune,"₹ 2,170",4.9,18% off,Pune
"Magnus Riverside Boutique, Kalyani Naga",Pune,"₹ 3,156",2.5,30% off,Pune
