Hotel Name,Location,Price,Rating,Discount Percentage,City,Price_Category,Price_Band
PEARL,New Delhi,6213,4.1,18,Delhi,Luxury,5K-10K
Namaste Bnb & Service Apartments,"Vasant Kunj, New Delhi",6565,2.5,14,Delhi,Luxury,5K-10K
Krishna Kunj nested behind Yamuna Sport Complex,"Vivek Vihar, New Delhi",6213,4.4,13,Delhi,Luxury,5K-10K
Homely stay in East Delhi,New Delhi,6111,2.5,16,Delhi,Luxury,5K-10K
GB,New Delhi,6154,2.5,13,Delhi,Luxury,5K-10K
Corporates - Lavishly stay quite reasonably,"Rohini, New Delhi",6629,2.5,14,Delhi,Luxury,5K-10K
Carnation,New Delhi,6486,4.7,14,Delhi,Luxury,5K-10K
Amar gust house,"Lajpat Nagar, New Delhi",6256,2.5,14,Delhi,Luxury,5K-10K
Apartment for two,"Karol Bagh, New Delhi",6245,2.5,13,Delhi,Luxury,5K-10K
Olive Service Apartments Green Park,"Green Park, New Delhi",6959,2.5,14,Delhi,Luxury,5K-10K
HOTEL MID-TOWN,"North Delhi, New Delhi",93999,2.5,6,Delhi,Luxury,10K+
The Hosteller Delhi,"New Friends Colony, New Delhi",3131,2.5,38,Delhi,Mid-range,2K-5K
Hotel Rudraksh Plaza,New Delhi,12876,2.5,14,Delhi,Luxury,10K+
HOTEL NH SKYE SUITES,New Delhi,8584,2.5,14,Delhi,Luxury,5K-10K
Hotel All In One,"Dwarka, New Delhi",4370,2.5,13,Delhi,Mid-range,2K-5K
Jagabandhu Guest House,"South Extension, New Delhi",8584,2.5,14,Delhi,Luxury,5K-10K
Qotel Rajouri Garden,"Rajouri Garden, New Delhi",5882,2.5,43,Delhi,Luxury,5K-10K
Trendy Bed & Breakfast,"Nizamuddin, New Delhi",3922,4.6,64,Delhi,Mid-range,2K-5K
Hotel Amby Inn,"Lajpat Nagar, New Delhi",2548,2.5,61,Delhi,Mid-range,2K-5K
Hotel Neha Inn,"Paharganj, New Delhi",1750,2.5,50,Delhi,Budget,0-2K
Sohana Palace,"Paharganj, New Delhi",2713,2.5,66,Delhi,Mid-range,2K-5K
Mehra Residency - At the Airport,"Aerocity, New Delhi",1849,2.5,32,Delhi,Budget,0-2K
R.R. Residency,"Janakpuri, New Delhi",2910,4.1,23,Delhi,Mid-range,2K-5K
Hotel D Inn,"Paharganj, New Delhi",3999,2.5,23,Delhi,Mid-range,2K-5K
Smyle Inn,"Paharganj, New Delhi",1264,4,45,Delhi,Budget,0-2K
Hotel Woodland Deluxe,"Paharganj, New Delhi",619,2.5,38,Delhi,Budget,0-2K
Hotel Ravin,"Mahipalpur, New Delhi",1327,2.5,65,Delhi,Budget,0-2K
Kailash Guest House,"Paharganj, New Delhi",873,2.5,13,Delhi,Budget,0-2K
The Neu Villa,"Paharganj, New Delhi",2683,2.5,74,Delhi,Mid-range,2K-5K
JPM White House,"Kailash Colony, New Delhi",1678,4,82,Delhi,Budget,0-2K
Airport Hotel,"Mahipalpur, New Delhi",3131,2.5,24,Delhi,Mid-range,2K-5K
Raj Mahal Inn,"Paharganj, New Delhi",848,4,37,Delhi,Budget,0-2K
Jagannath Guest House and Hotels Private Limited,"South Extension, New Delhi",1569,2.5,22,Delhi,Budget,0-2K
Holiday Inn Express New Delhi Int'L Airport T3,"Mahipalpur, New Delhi",24244,2.5,22,Delhi,Luxury,10K+
Pulse Impulse,"Lajpat Nagar, New Delhi",1669,2.5,22,Delhi,Budget,0-2K
Hotel Tourist Palace,"Mahipalpur, New Delhi",562,2.5,64,Delhi,Budget,0-2K
Hotel Aeropath,"Mahipalpur, New Delhi",3876,2.5,17,Delhi,Mid-range,2K-5K
Hotel Stay House,"Paharganj, New Delhi",1520,2.5,66,Delhi,Budget,0-2K
Under My Roof,"Green Park, New Delhi",2310,4.4,17,Delhi,Mid-range,2K-5K
New King By Backpackers Heaven,"Paharganj, New Delhi",3600,2.5,17,Delhi,Mid-range,2K-5K
Royal Comfort Castle,"Lajpat Nagar, New Delhi",2876,2.5,21,Delhi,Mid-range,2K-5K
Hyatt Delhi Residences,"Aerocity, New Delhi",38000,2.5,21,Delhi,Luxury,10K+
Skon Boutique by Orion Hotels,New Delhi,4794,2.5,52,Delhi,Mid-range,2K-5K
Hotel Aman Inn,"Mahipalpur, New Delhi",1699,2.5,15,Delhi,Budget,0-2K
TWENTIES KAMLA NAGAR,"Kamla Nagar, New Delhi",1497,2.5,54,Delhi,Budget,0-2K
Hotel Golden Saffron,"Punjabi Bagh, New Delhi",8163,2.5,14,Delhi,Luxury,5K-10K
Hotel Royal Saffron,"Kirti Nagar, New Delhi",3253,2.5,41,Delhi,Mid-range,2K-5K
HOTEL ALL TIME RESIDENCY,New Delhi,14168,2.5,29,Delhi,Luxury,10K+
Luxera Hotel,New Delhi,7144,4.1,29,Delhi,Luxury,5K-10K
The Lime Stays GK Metro N/B Saket Select City,"Greater Kailash, New Delhi",3380,4.1,64,Delhi,Mid-range,2K-5K
Hotel Town Pallace Inn,"Patel Nagar, New Delhi",18073,4.5,82,Delhi,Luxury,10K+
Qotel Chattarpur,"Chatarpur, New Delhi",3998,2.5,50,Delhi,Mid-range,2K-5K
Airport Hotel T Palace,"Mahipalpur, New Delhi",1400,2.5,50,Delhi,Budget,0-2K
Amber Inn by Orion Hotels,"Delhi, New Delhi",4485,2.5,55,Delhi,Mid-range,2K-5K
Hotel Africa Avenue G K 1,"Greater Kailash, New Delhi",5953,2.5,15,Delhi,Luxury,5K-10K
Airport Residency,"Dwarka, New Delhi",3397,2.5,53,Delhi,Mid-range,2K-5K
Hotel Pearl,"Mahipalpur, New Delhi",8173,2.5,73,Delhi,Luxury,5K-10K
Crystal Residency hotel,"Mehrauli Gurgaon Road, New Delhi",1059,2.5,60,Delhi,Budget,0-2K
Kelvish Hotel Near Delhi Airport,"Mahipalpur, New Delhi",5099,2.5,15,Delhi,Luxury,5K-10K
Hotel Elegance @ New Delhi Railway Station,"Paharganj, New Delhi",2918,2.5,41,Delhi,Mid-range,2K-5K
Hotel Nirvana - Delhi IGI Airport,"Mahipalpur, New Delhi",6843,2.5,41,Delhi,Luxury,5K-10K
Corporate House,"Safdurjung Enclave, New Delhi",2174,2.5,28,Delhi,Mid-range,2K-5K
Hotel Delhi 37,"Mahipalpur, New Delhi",2217,2.5,32,Delhi,Mid-range,2K-5K
Hotel Mayda Prime Near Delhi Airport,"Mahipalpur, New Delhi",1844,2.5,81,Delhi,Budget,0-2K
Lime Boutique Nehru Place,"Greater Kailash Part I, New Delhi",3913,2.5,57,Delhi,Mid-range,2K-5K
Hotel 36 West Inn,"Vikaspuri, New Delhi",3469,2.5,30,Delhi,Mid-range,2K-5K
NOVOTEL New Delhi City Centre,"Paharganj, New Delhi",12500,2.5,30,Delhi,Luxury,10K+
Hotel Abode inn Opp Yashobhoomi,"Dwarka, New Delhi",1551,2.5,22,Delhi,Budget,0-2K
The Orion Express- Kailash Colony,"Kailash Colony, New Delhi",3978,2.5,53,Delhi,Mid-range,2K-5K
Shyama Inn by Rivlet,"Daryaganj, New Delhi",3519,2.5,41,Delhi,Mid-range,2K-5K
J60 Suites,"Ashok Vihar Phase - 1, New Delhi",4960,2.5,39,Delhi,Mid-range,2K-5K
The Saga Hotel,"Green Park, New Delhi",3449,2.5,64,Delhi,Mid-range,2K-5K
The Lazeez Hotel,"Lajpat Nagar, New Delhi",1299,2.5,38,Delhi,Budget,0-2K
The SM Hotel @ Delhi IGI Airport By RMR Hotels (4 star),"Mahipalpur, New Delhi",6077,2.5,42,Delhi,Luxury,5K-10K
Sky Bloom Luxury Homestay,New Delhi,2417,2.5,58,Delhi,Mid-range,2K-5K
Deer Park Luxury Homestay,New Delhi,2405,2.5,56,Delhi,Mid-range,2K-5K
Hotel The Terminal,"Mahipalpur, New Delhi",1018,2.5,66,Delhi,Budget,0-2K
Hotel Kuber International-IGI Airport Delhi,"Mahipalpur, New Delhi",1735,2.5,25,Delhi,Budget,0-2K
Olive Serviced Apartments New Friends Colony,"New Friends Colony, New Delhi",4393,2.5,43,Delhi,Mid-range,2K-5K
Qotel Comfort IP Residency,"Anand Vihar Delhi, New Delhi",9880,2.5,14,Delhi,Luxury,5K-10K
Qotel Express Sandberry,"Rohini, New Delhi",5254,2.5,13,Delhi,Luxury,5K-10K
Qotel Express Rama Rohini,"Rohini, New Delhi",1898,2.5,13,Delhi,Budget,0-2K
goSTOPS Delhi,New Delhi,3972,2.5,19,Delhi,Mid-range,2K-5K
Super Hotel O Shalimar Bagh Max Hospital,New Delhi,944,2.5,13,Delhi,Budget,0-2K
Super Collection O West Vinod Nagar Metro Station Formerly Royal Inn,New Delhi,1866,2.5,13,Delhi,Budget,0-2K
Super Hotel O East Punjabi Bagh Near Metro Station,New Delhi,1488,2.5,13,Delhi,Budget,0-2K
Collection O Rohini Sector 21 Formerly Shelter Inn,New Delhi,1401,2.5,18,Delhi,Budget,0-2K
Collection O Karkardooma Court Metro Station Formerly Hotel Lotus,New Delhi,2234,2.5,13,Delhi,Mid-range,2K-5K
Townhouse Jhilmil Metro Station Formerly Legacy Residency,New Delhi,1467,2.5,13,Delhi,Budget,0-2K
The Bed & Rock,"Kalkaji, New Delhi",1685,2.5,58,Delhi,Budget,0-2K
Hotel The JK @ Nehru Place,"Chittaranjan Park, New Delhi",3953,2.5,42,Delhi,Mid-range,2K-5K
Hotel Devrana Delhi Airport,"Mahipalpur, New Delhi",2399,2.5,23,Delhi,Mid-range,2K-5K
Hotel Shivaka Inn Kapashera,"Kapashera, New Delhi",6866,2.5,14,Delhi,Luxury,5K-10K
Hotel Classic Crowne Kapashera,"Kapashera, New Delhi",7725,2.5,14,Delhi,Luxury,5K-10K
Hotel Shivaka Suites Kapashera,"Kapashera, New Delhi",2009,2.5,13,Delhi,Mid-range,2K-5K
Hotel Impress by RMR Hotels,"Mahipalpur, New Delhi",2621,2.5,48,Delhi,Mid-range,2K-5K
Airport Hotel Park Blue by RMR Hotels,"Kapashera, New Delhi",6866,2.5,14,Delhi,Luxury,5K-10K
Hotel Decent Suites - Delhi Airport,"Mahipalpur, New Delhi",1664,2.5,52,Delhi,Budget,0-2K
Hotel The Ventus Near Delhi Airport,"Mahipalpur, New Delhi",10516,2.5,23,Delhi,Luxury,10K+
Hotel Uptown,"Paharganj, New Delhi",3260,2.5,59,Delhi,Mid-range,2K-5K
"Hotel Emblem Suites By Denver, Delhi Airport","Mahipalpur, New Delhi",3827,2.5,57,Delhi,Mid-range,2K-5K
Hotel Aura IP Grand Karkardooma New Delhi,"Anand Vihar Delhi, New Delhi",4143,2.5,63,Delhi,Mid-range,2K-5K
Hotel Vijaydeep Palace Near Delhi Airport,"Mahipalpur, New Delhi",1443,2.5,54,Delhi,Budget,0-2K
Hotel Sky View,"Mahipalpur, New Delhi",1706,2.5,58,Delhi,Budget,0-2K
Hotel Belwood,"Mahipalpur, New Delhi",1840,2.5,21,Delhi,Budget,0-2K
GoBravo Dev Palace & Studio Apartments,"Kapashera, New Delhi",709,2.5,34,Delhi,Budget,0-2K
LEMON GREEN INN,"Malviya Nagar, New Delhi",2911,2.5,21,Delhi,Mid-range,2K-5K
TWAMEV RESIDENCY,New Delhi,1345,2.5,57,Delhi,Budget,0-2K
Hotel Sun Residency,"Lajpat Nagar, New Delhi",1398,2.5,56,Delhi,Budget,0-2K
Diplomat Regency Yashobhoomi,"Dwarka, New Delhi",3304,2.5,39,Delhi,Mid-range,2K-5K
Hotel Bel Morris,"Greater Kailash, New Delhi",5244,2.5,13,Delhi,Luxury,5K-10K
Hotel Fabulous @ Delhi Airport,"Mahipalpur, New Delhi",1747,2.5,13,Delhi,Budget,0-2K
Treebo Royal Star,"Sector 10, New Delhi",3885,2.5,65,Delhi,Mid-range,2K-5K
Bluestone Prime by The Cosy Hotels,"Kalkaji, New Delhi",7940,2.5,36,Delhi,Luxury,5K-10K
Housr Sector 42,"Golf Course Road, Gurgaon",45699,2.5,55,Delhi,Luxury,10K+
Sapphire -  The Luxury Boutique Hotel,"Cyber Park, Gurgaon",5151,2.5,55,Delhi,Luxury,5K-10K
Alaya Stays Miyabi Executive Suite,"Sector 27, Gurgaon",3483,2.5,61,Delhi,Mid-range,2K-5K
Heritage Inn,"Kaushambi, Ghaziabad",2008,2.5,13,Delhi,Mid-range,2K-5K
Housr 27 Supermart 1,Gurgaon,94999,2.5,6,Delhi,Luxury,10K+
Housr Homes Lotus Villas,Gurgaon,94999,2.5,6,Delhi,Luxury,10K+
"Regenta Suites, Gurugram By Royal Orchid Hotels","Sector 49, Gurgaon",19699,4.2,23,Delhi,Luxury,10K+
Ramada by Wyndham Ghaziabad Vasundhara,"Vasundhara, Ghaziabad",5429,4.1,19,Delhi,Luxury,5K-10K
Hotel Frank Inn,"Ghaziabad Railway Station, Ghaziabad",1532,2.5,23,Delhi,Budget,0-2K
Delta 105,"Manesar, Gurgaon",6293,4.4,21,Delhi,Luxury,5K-10K
Hotel The Emporio A Boutique Rooms,"Vaishali, Ghaziabad",2352,2.5,13,Delhi,Mid-range,2K-5K
Benhaven Residency,"Dlf Phase 2, Gurgaon",4122,2.5,21,Delhi,Mid-range,2K-5K
Mayur Hotel,"Ghaziabad Railway Station, Ghaziabad",1748,2.5,13,Delhi,Budget,0-2K
Metro 1,"Raj Nagar, Ghaziabad",3019,2.5,14,Delhi,Mid-range,2K-5K
Metro 3,"Raj Nagar, Ghaziabad",3019,4.3,14,Delhi,Mid-range,2K-5K
Metro 4,"Raj Nagar, Ghaziabad",2528,4.4,14,Delhi,Mid-range,2K-5K
Hotel Elite,"Ghaziabad Railway Station, Ghaziabad",1453,2.5,21,Delhi,Budget,0-2K
Elite Suites,"Rajiv Chowk, Gurgaon",4702,2.5,13,Delhi,Mid-range,2K-5K
Crystal Palace Hotel,"Vaishali, Ghaziabad",1629,4.4,18,Delhi,Budget,0-2K
Saltstayz Premier - Arjun Marg,"Dlf Phase I, Gurgaon",94999,2.5,6,Delhi,Luxury,10K+
SK Klyde Grand,"Sahibabad Industrial Area, Ghaziabad",8932,4.6,45,Delhi,Luxury,5K-10K
Hotel Taru Inn,"Railway Road, Ghaziabad",1632,2.5,18,Delhi,Budget,0-2K
Great Place To Go,"Sushant Lok, Gurgaon",5784,2.5,18,Delhi,Luxury,5K-10K
Hotel Krishna Sagar,"Raj Nagar, Ghaziabad",3415,4.1,32,Delhi,Mid-range,2K-5K
Shyama Sojourn,"Sushant Lok I, Gurgaon",2752,2.5,21,Delhi,Mid-range,2K-5K
Arma Hotel,"Sector 14, Gurgaon",4110,2.5,21,Delhi,Mid-range,2K-5K
Manan Heritage,"Sector 21, Gurgaon",8425,2.5,16,Delhi,Luxury,5K-10K
Club avara,"Manesar, Gurgaon",4194,2.5,16,Delhi,Mid-range,2K-5K
The Empire - Signature Tower,Gurgaon,3933,2.5,13,Delhi,Mid-range,2K-5K
Hotel Blue Moon Residency Near Huda Metro Station,Gurgaon,1303,2.5,53,Delhi,Budget,0-2K
Axon Mayfield Garden Near Artemis Hospital Sector 51,Gurgaon,2314,2.5,38,Delhi,Mid-range,2K-5K
Country Inn & Suites by Radisson Sahibabad,"Sahibabad Industrial Area, Ghaziabad",11999,2.5,38,Delhi,Luxury,10K+
Vedantam Trot Hotel,"Raj Nagar, Ghaziabad",5655,2.5,19,Delhi,Luxury,5K-10K
Beeaar Hospitality Services Beverly Park,Gurgaon,4527,4.5,13,Delhi,Mid-range,2K-5K
Beeaar Hospitality Services Sahara Grace,Gurgaon,4850,4.5,13,Delhi,Mid-range,2K-5K
Live Inn Style,"Dlf Phase I, Gurgaon",21460,2.5,14,Delhi,Luxury,10K+
Redmongoofe,"Dlf Phase 2, Gurgaon",4194,4.3,16,Delhi,Mid-range,2K-5K
Mint Bliss Suites,"Sushant Lok, Gurgaon",15247,2.5,15,Delhi,Luxury,10K+
Chirag Inn,"Dlf Phase 2, Gurgaon",4142,2.5,21,Delhi,Mid-range,2K-5K
Royal Residence Sushant Lok,"Sushant Lok, Gurgaon",4096,2.5,18,Delhi,Mid-range,2K-5K
Kartik Inn,"Sushant Lok, Gurgaon",2368,2.5,21,Delhi,Mid-range,2K-5K
The Dwarka Guest House,"Sushant Lok, Gurgaon",5872,2.5,21,Delhi,Luxury,5K-10K
Hotel Grenville,"Sector 14, Gurgaon",1628,2.5,19,Delhi,Budget,0-2K
Hotel Admire Inn,"Vasundhara, Ghaziabad",4872,2.5,51,Delhi,Mid-range,2K-5K
Sahara Grace - 709,"Mg Road, Gurgaon",6245,4.5,13,Delhi,Luxury,5K-10K
Hotel Pelican,"Ghaziabad Railway Station, Ghaziabad",3188,2.5,18,Delhi,Mid-range,2K-5K
Hotel Starr Residancy,"Sector 52, Gurgaon",1875,2.5,69,Delhi,Budget,0-2K
Tipsyy Inn Suites 007,"Golf Course Road, Gurgaon",1600,2.5,69,Delhi,Budget,0-2K
Hotel Crystal,"Ghaziabad Railway Station, Ghaziabad",1026,2.5,49,Delhi,Budget,0-2K
Blooms 1,"Huda City Centre Metro Station, Gurgaon",1257,2.5,21,Delhi,Budget,0-2K
"Tanvi Premium Residency, Sec-45, Gurgaon","Medanta, Gurgaon",1700,2.5,57,Delhi,Budget,0-2K
Space Inn,"Sector 43, Gurgaon",5553,4.4,21,Delhi,Luxury,5K-10K
STEPiNN Sushant Lok Phase 1,"Sushant Lok, Gurgaon",3178,4.5,18,Delhi,Mid-range,2K-5K
Corporate Global DLF Phase II,"Dlf Phase 2, Gurgaon",6276,4.3,13,Delhi,Luxury,5K-10K
Tirupati Residency,"Sector 45, Gurgaon",5517,2.5,13,Delhi,Luxury,5K-10K
Hotel Krishna Sagar Nh24,"Dasna, Ghaziabad",2354,2.5,22,Delhi,Mid-range,2K-5K
Pink Guava 15,Gurgaon,6015,2.5,13,Delhi,Luxury,5K-10K
Pink Guava 16B,"Sector 38, Gurgaon",4370,2.5,13,Delhi,Mid-range,2K-5K
Pink Guava 208,"Sector 38, Gurgaon",5419,2.5,13,Delhi,Luxury,5K-10K
DLF Cyber City Service Apartments,Gurgaon,6500,4.8,13,Delhi,Luxury,5K-10K
RAJNIWAS: Just As Home,"South City Ii, Gurgaon",4370,4,13,Delhi,Mid-range,2K-5K
Istay Hospitality Innovated,Gurgaon,8567,2.5,13,Delhi,Luxury,5K-10K
Gazelle Rooms,Gurgaon,5617,2.5,13,Delhi,Luxury,5K-10K
Townhouse Johri Enclave Metro Station Formerly Second Home,Ghaziabad,1417,2.5,13,Delhi,Budget,0-2K
Hotel Aadhar Gurgaon,"Sikenderpur Metro Station, Gurgaon",1985,4,34,Delhi,Budget,0-2K
Hotel Square 9 Inn,"Sector 14, Gurgaon",2202,2.5,69,Delhi,Mid-range,2K-5K
Le Eden,"Dlf Phase Iii, Gurgaon",13924,4.1,14,Delhi,Luxury,10K+
Hotel Sunshine Park,"Anand Vihar Railway Station, Ghaziabad",1487,2.5,38,Delhi,Budget,0-2K
Short Stay Home Cabana,"Indirapuram, Ghaziabad",6427,2.5,13,Delhi,Luxury,5K-10K
"Mosaic Original, Noida","Sector 18, Noida",8891,4.1,51,Delhi,Luxury,5K-10K
Savoy Suites Noida,"Sector 16, Noida",14406,2.5,51,Delhi,Luxury,10K+
Hotel Regenta Central Noida,"Sector 49, Noida",4719,2.5,21,Delhi,Mid-range,2K-5K
Hotel Hyphen Noida,"Sector 62, Noida",2774,2.5,31,Delhi,Mid-range,2K-5K
PK Boutique Hotel,"Greater Noida Expressway, Noida",3282,4.5,39,Delhi,Mid-range,2K-5K
Ascent Biz,"Sector 62, Noida",5178,4.1,49,Delhi,Luxury,5K-10K
Nirula's Hotel,"Sector 2, Noida",4971,2.5,21,Delhi,Mid-range,2K-5K
Regenta Inn Greater Noida,Noida,3149,4.3,10,Delhi,Mid-range,2K-5K
Ginger Noida City Center,"Sector 63, Noida",4445,2.5,11,Delhi,Mid-range,2K-5K
Hotel P K Residency,"Sector 27, Noida",4806,2.5,35,Delhi,Mid-range,2K-5K
Hotel Aarkay Palace Noida,"Sector 44, Noida",1412,2.5,33,Delhi,Budget,0-2K
Radisson Blu MBD Hotel Noida,"Sector 18, Noida",45000,2.5,33,Delhi,Luxury,10K+
"Radisson Noida, Sector 55","Sector 55, Noida",26200,2.5,33,Delhi,Luxury,10K+
Fortune Inn Noida,Noida,2949,4.1,71,Delhi,Mid-range,2K-5K
Treebo Corporate Inn,Noida,1718,2.5,67,Delhi,Budget,0-2K
Hotel Marks Inn,"Sector 61, Noida",4989,4.5,24,Delhi,Mid-range,2K-5K
Super Townhouse Sector 51 Noida Near Metro Station,Noida,1884,2.5,16,Delhi,Budget,0-2K
Treebo Grand Vista - 63A,"Sector 63, Noida",1582,4.6,68,Delhi,Budget,0-2K
HOTEL GOLDEN TREE,"Sec 31, Noida",3581,4.4,28,Delhi,Mid-range,2K-5K
Hotel Marks,"Sector 62 , Noida, Noida",2553,4.5,51,Delhi,Mid-range,2K-5K
Super Townhouse Sector 121 Noida,"Noida City, Noida",1331,2.5,14,Delhi,Budget,0-2K
Treebo Luxury Stay Premium Inn,"Sector 12, Noida",2038,2.5,69,Delhi,Mid-range,2K-5K
"Treebo Elite Corporate, Sector 62","Sector 62, Noida",1781,2.5,65,Delhi,Budget,0-2K
Treebo Modern Stays,"Sector 46, Noida",2036,4,64,Delhi,Mid-range,2K-5K
Super Townhouse Sector 93 Noida Expressway,"Sector 93, Noida",2571,2.5,19,Delhi,Mid-range,2K-5K
"Ira by Orchid, Noida",Noida,5925,2.5,27,Delhi,Luxury,5K-10K
"Lemon Tree Hotel, Noida","Sector 1, Noida",50000,2.5,27,Delhi,Luxury,10K+
"The Hosteller Hyderabad, HITEC City","Hitec City, Hyderabad",2803,2.5,39,Hyderabad,Mid-range,2K-5K
Leonia Holistic Destination,"Shamirpet, Hyderabad",6092,4.1,18,Hyderabad,Luxury,5K-10K
The Central Court Hotel,"Near Lakdi Ka Pool Bus Stand, Hyderabad",2472,2.5,35,Hyderabad,Mid-range,2K-5K
Cloud9Homes Service Apartment,"Madhapur, Hyderabad",2156,4.7,45,Hyderabad,Mid-range,2K-5K
Minerva Grand - Himayatnagar,"Himayat Nagar, Hyderabad",4289,4.1,19,Hyderabad,Mid-range,2K-5K
Bikanervala Boutique Hotel,"Banjara Hills, Hyderabad",3317,4.2,42,Hyderabad,Mid-range,2K-5K
The Lime Boutique Suites,"Gachibowli, Hyderabad",3583,4.1,20,Hyderabad,Mid-range,2K-5K
Hampshire Plaza,"Lakdi Ka Pul, Hyderabad",3822,4,28,Hyderabad,Mid-range,2K-5K
The Golkonda Hotel,"Banjara Hills, Hyderabad",7650,4.2,28,Hyderabad,Luxury,5K-10K
The Manohar,"Begumpet, Hyderabad",3176,2.5,59,Hyderabad,Mid-range,2K-5K
Kinara Grand - Habsiguda,"Habsiguda, Hyderabad",3233,2.5,28,Hyderabad,Mid-range,2K-5K
Hotel Akoya  HITECH City,"Hitec City, Hyderabad",5850,4.4,28,Hyderabad,Luxury,5K-10K
Hotel Swan Suites Gachibowli,"Telecom Nagar, Hyderabad",2126,4.4,77,Hyderabad,Mid-range,2K-5K
Hotel Sitara Grand Banjarahills,"Banjara Hills, Hyderabad",2336,2.5,15,Hyderabad,Mid-range,2K-5K
The Park Hyderabad,"Somajiguda, Hyderabad",11447,4.2,26,Hyderabad,Luxury,10K+
Park Continental,"Humayun Nagar, Hyderabad",2349,2.5,49,Hyderabad,Mid-range,2K-5K
Amrutha Castle,"Saifabad, Hyderabad",2476,4,45,Hyderabad,Mid-range,2K-5K
Best Western Ashoka Hotel,"Lakdi Ka Pul, Hyderabad",3958,4.1,28,Hyderabad,Mid-range,2K-5K
Shree Venkateshwara Hotel,"Lakdi Ka Pul, Hyderabad",2299,2.5,43,Hyderabad,Mid-range,2K-5K
Yellow Bells Gachibowli,"Gachibowli, Hyderabad",1459,4.9,51,Hyderabad,Budget,0-2K
The Altruist One Continent,"Abids, Hyderabad",2867,2.5,61,Hyderabad,Mid-range,2K-5K
The Altruist Business Hotel - Hitech,"Hitec City, Hyderabad",6107,4.2,64,Hyderabad,Luxury,5K-10K
Katriya Hotel & Towers,"Somajiguda, Hyderabad",3065,2.5,21,Hyderabad,Mid-range,2K-5K
The Platinum Hotel,"Himayat Nagar, Hyderabad",2811,4.1,24,Hyderabad,Mid-range,2K-5K
Hotel Saptagiri,"Secunderabad, Hyderabad",2456,4,42,Hyderabad,Mid-range,2K-5K
i- Stay Hotels -Hitec,"Hitec City, Hyderabad",2564,4.1,37,Hyderabad,Mid-range,2K-5K
Pincode Hotels By Yatri Nivas,"Secunderabad, Hyderabad",2988,4,25,Hyderabad,Mid-range,2K-5K
Hotel Incredible One,"Secunderabad, Hyderabad",4111,4.2,22,Hyderabad,Mid-range,2K-5K
Hotel Silver Cle,"Madhapur, Hyderabad",3050,2.5,24,Hyderabad,Mid-range,2K-5K
Brown Town Resort & Spa,"Moinabad, Hyderabad",3403,4.3,38,Hyderabad,Mid-range,2K-5K
Minerva Grand Kondapur,"Kondapur, Hyderabad",5374,4.1,22,Hyderabad,Luxury,5K-10K
Hotel Sitara Grand (Ramachandrapuram),"Medchal, Hyderabad",2876,4,13,Hyderabad,Mid-range,2K-5K
Hotel Imperial Classic,"Chikkadpally, Hyderabad",1199,2.5,29,Hyderabad,Budget,0-2K
M Square Hotel,"Hitec City, Hyderabad",2210,4.2,33,Hyderabad,Mid-range,2K-5K
Ramoji Film City Hotel Tara,"Rangareddy, Hyderabad",5311,4.7,38,Hyderabad,Luxury,5K-10K
SSR Fern Suites,"Madinaguda, Hyderabad",2223,2.5,51,Hyderabad,Mid-range,2K-5K
Lemonridge Hotel Kukatpally,"Kukatpally, Hyderabad",2090,4.1,54,Hyderabad,Mid-range,2K-5K
Arrow Lake View,"Banjara Hills, Hyderabad",1413,2.5,22,Hyderabad,Budget,0-2K
Honey Berg Resort,"Medchal, Hyderabad",3090,4,26,Hyderabad,Mid-range,2K-5K
Shloka Residency,"Shamshabad, Hyderabad",2202,2.5,21,Hyderabad,Mid-range,2K-5K
GIS Legacy Banjara,"Banjara Hills, Hyderabad",1966,4.2,21,Hyderabad,Budget,0-2K
The Platinum Boutique Inn Hotel,"Himayat Nagar, Hyderabad",2674,4.1,21,Hyderabad,Mid-range,2K-5K
Inner Circle Hotel,"Raj Bhavan Road, Hyderabad",3618,4.1,32,Hyderabad,Mid-range,2K-5K
Horizon Residency,"Madhapur, Hyderabad",919,2.5,29,Hyderabad,Budget,0-2K
Hotel SVM Grand Nagole,"Nagole, Hyderabad",2750,4.2,29,Hyderabad,Mid-range,2K-5K
Gis Select Banjara Hills,"Banjara Hills, Hyderabad",2720,2.5,50,Hyderabad,Mid-range,2K-5K
Sybaritic Suites,"Gachibowli, Hyderabad",1952,2.5,63,Hyderabad,Budget,0-2K
Hotel Asian International,"Nampally, Hyderabad",1494,4.7,34,Hyderabad,Budget,0-2K
Hotel Ambassador,"Secunderabad, Hyderabad",1211,2.5,19,Hyderabad,Budget,0-2K
Hotel Pratz Inn,"Gachibowli, Aig Gachibowli, Dlf, Nanakramguda, Hyderabad",2368,4.1,49,Hyderabad,Mid-range,2K-5K
Hotel Radhe Suites,"Madhapur, Hyderabad",1625,4.7,29,Hyderabad,Budget,0-2K
Hotel Ranjit Residency,"Secunderabad, Hyderabad",1376,4.4,24,Hyderabad,Budget,0-2K
La Hometel Hotel - HITECH City Hyderabad,"Madhapur, Hyderabad",3415,4,43,Hyderabad,Mid-range,2K-5K
Deccan Comforts,"Lakdi Ka Pul, Hyderabad",640,2.5,29,Hyderabad,Budget,0-2K
Hotel Prime Classic,"Shamshabad, Hyderabad",1318,2.5,45,Hyderabad,Budget,0-2K
HOTEL RAINTR33,"Hitec City, Hyderabad",1549,4.1,56,Hyderabad,Budget,0-2K
